"cmplnt_num","cmplnt_fr_dt","cmplnt_fr_tm","cmplnt_to_dt","cmplnt_to_tm","addr_pct_cd","rpt_dt","ky_cd","ofns_desc","pd_cd","pd_desc","crm_atpt_cptd_cd","law_cat_cd","boro_nm","loc_of_occur_desc","prem_typ_desc","juris_desc","jurisdiction_code","parks_nm","hadevelopt","housing_psa","x_coord_cd","y_coord_cd","susp_age_group","susp_race","susp_sex","transit_district","latitude","longitude","lat_lon","patrol_boro","station_name","vic_age_group","vic_race","vic_sex"
"394506329","2019-12-31T00:00:00.000","17:30:00",,,"32","2019-12-31T00:00:00.000","118","DANGEROUS WEAPONS","793.0","WEAPONS POSSESSION 3","COMPLETED","FELONY","MANHATTAN",,"STREET","N.Y. POLICE DEPT","0.0",,,,"999937","238365",,,,,"40.82092679700002","-73.94332421899996","(40.82092679700002, -73.94332421899996)","PATROL BORO MAN NORTH",,"UNKNOWN","UNKNOWN","E"
"968873685","2019-12-29T00:00:00.000","16:31:00","2019-12-29T00:00:00.000","16:54:00","47","2019-12-29T00:00:00.000","113","FORGERY","729.0","FORGERY,ETC.,UNCLASSIFIED-FELO","COMPLETED","FELONY","BRONX",,"STREET","N.Y. POLICE DEPT","0.0",,,,"1022508","261990",,,,,"40.885701406000074","-73.86164032499995","(40.885701406000074, -73.86164032499995)","PATROL BORO BRONX",,"UNKNOWN","UNKNOWN","E"
"509837549","2019-12-15T00:00:00.000","18:45:00",,,"109","2019-12-29T00:00:00.000","578","HARRASSMENT 2","638.0","HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","QUEENS","FRONT OF","STREET","N.Y. POLICE DEPT","0.0",,,,"1034178","209758","25-44","UNKNOWN","M",,"40.74228115600005","-73.81982408","(40.74228115600005, -73.81982408)","PATROL BORO QUEENS NORTH",,"25-44","WHITE HISPANIC","F"
"352454313","2019-12-28T00:00:00.000","01:00:00",,,"47","2019-12-28T00:00:00.000","126","MISCELLANEOUS PENAL LAW","117.0","RECKLESS ENDANGERMENT 1","COMPLETED","FELONY","BRONX","REAR OF","STREET","N.Y. POLICE DEPT","0.0",,,,"1026412","258211","18-24","BLACK","M",,"40.87531145100007","-73.84754521099995","(40.87531145100007, -73.84754521099995)","PATROL BORO BRONX",,"UNKNOWN","UNKNOWN","E"
"248803469","2008-09-05T00:00:00.000","21:41:00",,,,"2008-09-05T00:00:00.000","101","MURDER & NON-NEGL. MANSLAUGHTER",,,"COMPLETED","FELONY",,"OUTSIDE",,"N.Y. POLICE DEPT",,"NA",,"NA","1001215","193881",,,,,"40.698827283","-73.938819047","(40.698827283, -73.938819047)",,,"25-44","BLACK","M"
"293718737","2019-12-27T00:00:00.000","22:00:00",,,"9","2019-12-27T00:00:00.000","107","BURGLARY","223.0","BURGLARY,RESIDENCE,NIGHT","ATTEMPTED","FELONY","MANHATTAN","FRONT OF","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0.0",,,,"989665","201866",,,,,"40.72075882100006","-73.98046642299995","(40.72075882100006, -73.98046642299995)","PATROL BORO MAN SOUTH",,"UNKNOWN","UNKNOWN","M"
"552685226","2019-12-27T00:00:00.000","20:10:00","2019-12-27T00:00:00.000","20:15:00","79","2019-12-27T00:00:00.000","117","DANGEROUS DRUGS","521.0","CONTROLLED SUBSTANCE, SALE 5","COMPLETED","FELONY","BROOKLYN",,"STREET","N.Y. POLICE DEPT","0.0",,,,"1001545","192836",,,,,"40.695958362000056","-73.93763162199998","(40.695958362000056, -73.93763162199998)","PATROL BORO BKLYN NORTH",,"UNKNOWN","UNKNOWN","E"
"134037758","2019-12-26T00:00:00.000","20:00:00","2019-12-27T00:00:00.000","07:15:00","101","2019-12-27T00:00:00.000","341","PETIT LARCENY","321.0","LARCENY,PETIT FROM AUTO","COMPLETED","MISDEMEANOR","QUEENS","FRONT OF","STREET","N.Y. POLICE DEPT","0.0",,,,"1054394","162186",,,,,"40.61157006600007","-73.74736517199995","(40.61157006600007, -73.74736517199995)","PATROL BORO QUEENS SOUTH",,"25-44","WHITE HISPANIC","F"
"855385879","2019-12-26T00:00:00.000","19:57:00",,,"44","2019-12-26T00:00:00.000","361","OFF. AGNST PUB ORD SENSBLTY &","639.0","AGGRAVATED HARASSMENT 2","COMPLETED","MISDEMEANOR","BRONX",,"STREET","N.Y. POLICE DEPT","0.0",,,,"1007027","245405","18-24","BLACK","F",,"40.84023413800003","-73.91768411399994","(40.84023413800003, -73.91768411399994)","PATROL BORO BRONX",,"18-24","BLACK","F"
"241602326","2019-12-25T00:00:00.000","23:00:00","2019-12-26T00:00:00.000","14:25:00","20","2019-12-26T00:00:00.000","341","PETIT LARCENY","321.0","LARCENY,PETIT FROM AUTO","COMPLETED","MISDEMEANOR","MANHATTAN",,"STREET","N.Y. POLICE DEPT","0.0",,,,"987147","220853",,,,,"40.77287456000005","-73.98954212299998","(40.77287456000005, -73.98954212299998)","PATROL BORO MAN NORTH",,"45-64","BLACK","M"
"585574881","2019-12-24T00:00:00.000","16:00:00",,,"14","2019-12-24T00:00:00.000","109","GRAND LARCENY","433.0","LARCENY,GRAND FROM STORE-SHOPL","COMPLETED","FELONY","MANHATTAN","INSIDE","DEPARTMENT STORE","N.Y. POLICE DEPT","0.0",,,,"987220","212676",,,,,"40.75043076800005","-73.98928217599996","(40.75043076800005, -73.98928217599996)","PATROL BORO MAN SOUTH",,"UNKNOWN","UNKNOWN","D"
"916172359","2019-12-21T00:00:00.000","20:00:00","2019-12-21T00:00:00.000","20:30:00","25","2019-12-24T00:00:00.000","341","PETIT LARCENY","301.0","LARCENY,PETIT BY ACQUIRING LOS","COMPLETED","MISDEMEANOR","MANHATTAN",,"OTHER","N.Y. POLICE DEPT","0.0",,,,"1001150","231355","UNKNOWN","UNKNOWN","U",,"40.80168405900002","-73.93895929199994","(40.80168405900002, -73.93895929199994)","PATROL BORO MAN NORTH",,"25-44","UNKNOWN","F"
"946914583","2019-12-22T00:00:00.000","04:15:00","2019-12-22T00:00:00.000","04:24:00","108","2019-12-22T00:00:00.000","113","FORGERY","729.0","FORGERY,ETC.,UNCLASSIFIED-FELO","COMPLETED","FELONY","QUEENS",,"STREET","N.Y. POLICE DEPT","0.0",,,,"996424","210017",,,,,"40.743124599000055","-73.95606807299998","(40.743124599000055, -73.95606807299998)","PATROL BORO QUEENS NORTH",,"UNKNOWN","UNKNOWN","E"
"355952564","2019-12-21T00:00:00.000","02:35:00",,,"46","2019-12-21T00:00:00.000","101","MURDER & NON-NEGL. MANSLAUGHTER",,,"COMPLETED","FELONY",,"INSIDE",,"N.Y. POLICE DEPT",,,,,"1009507","252093","18-24","BLACK HISPANIC","M",,"40.85858397000004","-73.90869606999998","(40.85858397000004, -73.90869606999998)",,,"18-24","WHITE HISPANIC","M"
"249276017","2019-12-20T00:00:00.000","14:00:00",,,"42","2019-12-21T00:00:00.000","106","FELONY ASSAULT","109.0","ASSAULT 2,1,UNCLASSIFIED","COMPLETED","FELONY","BRONX",,"STREET","N.Y. POLICE DEPT","0.0",,,,"1008690","238862","UNKNOWN","UNKNOWN","U",,"40.82227104100008","-73.91169777999993","(40.82227104100008, -73.91169777999993)","PATROL BORO BRONX",,"<18","BLACK HISPANIC","M"
"636997863","2019-12-20T00:00:00.000","22:18:00",,,"52","2019-12-20T00:00:00.000","344","ASSAULT 3 & RELATED OFFENSES","114.0","OBSTR BREATH/CIRCUL","COMPLETED","MISDEMEANOR","BRONX","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0.0",,,,"1014563","253789","25-44","BLACK","M",,"40.86322306500005","-73.89041071099996","(40.86322306500005, -73.89041071099996)","PATROL BORO BRONX",,"18-24","BLACK","F"
"183266811","2019-12-20T00:00:00.000","01:35:00","2019-12-20T00:00:00.000","01:44:00","66","2019-12-20T00:00:00.000","107","BURGLARY","223.0","BURGLARY,RESIDENCE,NIGHT","COMPLETED","FELONY","BROOKLYN","REAR OF","RESIDENCE-HOUSE","N.Y. POLICE DEPT","0.0",,,,"989260","169727",,,,,"40.63254475200006","-73.98195137599998","(40.63254475200006, -73.98195137599998)","PATROL BORO BKLYN SOUTH",,"65+","WHITE","F"
"699043216","2019-12-20T00:00:00.000","00:07:00","2019-12-20T00:00:00.000","00:12:00","50","2019-12-20T00:00:00.000","341","PETIT LARCENY","339.0","LARCENY,PETIT FROM OPEN AREAS,","COMPLETED","MISDEMEANOR","BRONX",,"OTHER","METRO NORTH","15.0",,,,"1008839","257949",,,,,"40.87465879000007","-73.91108943699999","(40.87465879000007, -73.91108943699999)","PATROL BORO BRONX",,"25-44","WHITE","F"
"431547413","2019-12-10T00:00:00.000","20:06:00","2019-12-10T00:00:00.000","20:24:00","7","2019-12-20T00:00:00.000","114","ARSON","263.0","ARSON 2,3,4","COMPLETED","FELONY","MANHATTAN","INSIDE","RESIDENCE - PUBLIC HOUSING","N.Y. HOUSING POLICE","2.0",,"LA GUARDIA","575.0","987063","198657",,,,,"40.71195209300004","-73.98985467599994","(40.71195209300004, -73.98985467599994)","PATROL BORO MAN SOUTH",,"UNKNOWN","UNKNOWN","E"
"800366831","2019-12-19T00:00:00.000","17:50:00",,,"43","2019-12-19T00:00:00.000","341","PETIT LARCENY","333.0","LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","BRONX","INSIDE","DEPARTMENT STORE","N.Y. POLICE DEPT","0.0",,,,"1023380","239329","45-64","WHITE HISPANIC","M",,"40.823499964000064","-73.85861898699994","(40.823499964000064, -73.85861898699994)","PATROL BORO BRONX",,"UNKNOWN","UNKNOWN","D"
"354566222","2019-12-19T00:00:00.000","02:50:00",,,"42","2019-12-19T00:00:00.000","104","RAPE","153.0","RAPE 3","COMPLETED","FELONY","BRONX","INSIDE","ABANDONED BUILDING","N.Y. POLICE DEPT","0.0",,,,"1008798","238971","18-24","BLACK HISPANIC","M",,"40.82256991600008","-73.91130716899994","(40.82256991600008, -73.91130716899994)","PATROL BORO BRONX",,"<18","BLACK HISPANIC","F"
"464928227","2019-12-18T00:00:00.000","20:30:00","2019-12-19T00:00:00.000","11:22:00","104","2019-12-19T00:00:00.000","341","PETIT LARCENY","321.0","LARCENY,PETIT FROM AUTO","COMPLETED","MISDEMEANOR","QUEENS",,"STREET","N.Y. POLICE DEPT","0.0",,,,"1011048","193750",,,,,"40.69844340600008","-73.90335796299998","(40.69844340600008, -73.90335796299998)","PATROL BORO QUEENS NORTH",,"25-44","WHITE","M"
"721499574","2013-10-18T00:00:00.000","20:34:00",,,"75","2013-10-18T00:00:00.000","101","MURDER & NON-NEGL. MANSLAUGHTER",,,"COMPLETED","FELONY",,"OUTSIDE",,"N.Y. POLICE DEPT",,"NA",,"NA","1013091","184311","45-64","WHITE HISPANIC","M",,"40.6725291","-73.896030558","(40.6725291, -73.896030558)",,,"18-24","BLACK","M"
"441714270","2019-12-06T00:00:00.000","11:30:00","2019-12-07T00:00:00.000","08:00:00","10","2019-12-19T00:00:00.000","233","SEX CRIMES","175.0","SEXUAL ABUSE 3,2","COMPLETED","MISDEMEANOR","MANHATTAN","INSIDE","HOSPITAL","N.Y. POLICE DEPT","0.0",,,,"984623","209859","UNKNOWN","BLACK","M",,"40.74269929900004","-73.99865537999993","(40.74269929900004, -73.99865537999993)","PATROL BORO MAN SOUTH",,"25-44","UNKNOWN","F"
"747375469","2019-12-18T00:00:00.000","18:15:00",,,"100","2019-12-18T00:00:00.000","101","MURDER & NON-NEGL. MANSLAUGHTER",,,"COMPLETED","FELONY",,"OUTSIDE",,"N.Y. POLICE DEPT",,,,,"1036299","153335","25-44","BLACK","U",,"40.58740067900004","-73.81260554099998","(40.58740067900004, -73.81260554099998)",,,"45-64","BLACK","M"
"464533599","2019-12-18T00:00:00.000","17:40:00",,,"18","2019-12-18T00:00:00.000","341","PETIT LARCENY","333.0","LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","MANHATTAN","FRONT OF",,"N.Y. POLICE DEPT","0.0",,,,"988668","218026","25-44","BLACK","M",,"40.76511454900003","-73.98405256399997","(40.76511454900003, -73.98405256399997)","PATROL BORO MAN SOUTH",,"UNKNOWN","UNKNOWN","D"
"509186416","2019-12-18T00:00:00.000","17:00:00","2019-12-18T00:00:00.000","17:15:00","48","2019-12-18T00:00:00.000","113","FORGERY","729.0","FORGERY,ETC.,UNCLASSIFIED-FELO","COMPLETED","FELONY","BRONX","INSIDE","OTHER","N.Y. POLICE DEPT","0.0",,,,"1016804","251715",,,,,"40.85752258300005","-73.88231889499998","(40.85752258300005, -73.88231889499998)","PATROL BORO BRONX",,"UNKNOWN","UNKNOWN","E"
"744568485","2019-12-18T00:00:00.000","14:00:00",,,"17","2019-12-18T00:00:00.000","341","PETIT LARCENY","349.0","LARCENY,PETIT OF LICENSE PLATE","COMPLETED","MISDEMEANOR","MANHATTAN",,"STREET","N.Y. POLICE DEPT","0.0",,,,"993626","213937",,,,,"40.75388742300004","-73.96615999399995","(40.75388742300004, -73.96615999399995)","PATROL BORO MAN SOUTH",,"UNKNOWN","UNKNOWN","D"
"894555088","2019-12-17T00:00:00.000","19:20:00",,,"14","2019-12-17T00:00:00.000","341","PETIT LARCENY","333.0","LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","MANHATTAN","INSIDE","DRUG STORE","N.Y. POLICE DEPT","0.0",,,,"987545","212032",,,,,"40.74866303400006","-73.98810950699995","(40.74866303400006, -73.98810950699995)","PATROL BORO MAN SOUTH",,"UNKNOWN","UNKNOWN","D"
"824710018","2019-12-15T00:00:00.000","04:15:00",,,"28","2019-12-17T00:00:00.000","578","HARRASSMENT 2","638.0","HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","MANHATTAN",,"STREET","N.Y. POLICE DEPT","0.0",,,,"999342","233575","UNKNOWN","BLACK","M",,"40.807780622000045","-73.94548472699995","(40.807780622000045, -73.94548472699995)","PATROL BORO MAN NORTH",,"25-44","WHITE","F"
"395697175","2019-12-15T00:00:00.000","00:01:00",,,"45","2019-12-17T00:00:00.000","110","GRAND LARCENY OF MOTOR VEHICLE","441.0","LARCENY,GRAND OF AUTO","COMPLETED","FELONY","BRONX",,"STREET","N.Y. POLICE DEPT","0.0",,,,"1029992","249694",,,,,"40.85191707200005","-73.83465822199997","(40.85191707200005, -73.83465822199997)","PATROL BORO BRONX",,"UNKNOWN","UNKNOWN","D"
"146714745","2006-04-20T00:00:00.000","21:00:00",,,"78","2006-04-21T00:00:00.000","344","ASSAULT 3 & RELATED OFFENSES","101","ASSAULT 3","COMPLETED","MISDEMEANOR","BROOKLYN","FRONT OF","STREET","N.Y. POLICE DEPT","0","NA",,"NA",,,,"BLACK","M",,,,,"PATROL BORO BKLYN SOUTH",,"<18","BLACK","M"
"916011284","2019-12-15T00:00:00.000","09:30:00",,,"44","2019-12-15T00:00:00.000","116","SEX CRIMES","177.0","SEXUAL ABUSE","COMPLETED","FELONY","BRONX","INSIDE","RESIDENCE-HOUSE","N.Y. POLICE DEPT","0.0",,,,"1006434","244344","25-44","BLACK","M",,"40.83732351100008","-73.91983075699994","(40.83732351100008, -73.91983075699994)","PATROL BORO BRONX",,"<18","BLACK","F"
"757750529","2019-12-14T00:00:00.000","17:00:00","2019-12-15T00:00:00.000","02:10:00","108","2019-12-15T00:00:00.000","341","PETIT LARCENY","321.0","LARCENY,PETIT FROM AUTO","COMPLETED","MISDEMEANOR","QUEENS","OPPOSITE OF","STREET","N.Y. POLICE DEPT","0.0",,,,"998757","212880",,,,,"40.75097929700007","-73.94764259899993","(40.75097929700007, -73.94764259899993)","PATROL BORO QUEENS NORTH",,"25-44","WHITE","M"
"465522474","2019-12-05T00:00:00.000","22:00:00","2019-12-05T00:00:00.000","23:00:00","30","2019-12-15T00:00:00.000","233","SEX CRIMES","175.0","SEXUAL ABUSE 3,2","COMPLETED","MISDEMEANOR","MANHATTAN",,"OTHER","N.Y. POLICE DEPT","0.0",,,,"999794","241252","UNKNOWN","BLACK","M",,"40.82885104500008","-73.94383419099995","(40.82885104500008, -73.94383419099995)","PATROL BORO MAN NORTH",,"25-44","WHITE","F"
"606783231","2019-12-14T00:00:00.000","00:25:00","2019-12-14T00:00:00.000","01:39:00","48","2019-12-14T00:00:00.000","105","ROBBERY","387.0","ROBBERY,CLOTHING","COMPLETED","FELONY","BRONX",,"STREET","N.Y. POLICE DEPT","0.0",,,,"1015943","251074",,,,,"40.85576636400003","-73.88543443299993","(40.85576636400003, -73.88543443299993)","PATROL BORO BRONX",,"18-24","WHITE HISPANIC","M"
"712604581","2019-12-13T00:00:00.000","22:15:00","2019-12-13T00:00:00.000","22:20:00","75","2019-12-13T00:00:00.000","110","GRAND LARCENY OF MOTOR VEHICLE","441.0","LARCENY,GRAND OF AUTO","COMPLETED","FELONY","BROOKLYN",,"STREET","N.Y. POLICE DEPT","0.0",,,,"1014932","178651",,,,,"40.65698747700003","-73.88941957599997","(40.65698747700003, -73.88941957599997)","PATROL BORO BKLYN NORTH",,"25-44","BLACK","M"
"297743326","2019-12-12T00:00:00.000","20:00:00","2019-12-13T00:00:00.000","06:27:00","47","2019-12-13T00:00:00.000","351","CRIMINAL MISCHIEF & RELATED OF","254.0","MISCHIEF, CRIMINAL 4, OF MOTOR","COMPLETED","MISDEMEANOR","BRONX",,"STREET","N.Y. POLICE DEPT","0.0",,,,"1022089","257064",,,,,"40.87218288300004","-73.86318347099996","(40.87218288300004, -73.86318347099996)","PATROL BORO BRONX",,"25-44","BLACK","F"
"954653095","2017-11-15T00:00:00.000","20:00:00",,,"107","2019-12-13T00:00:00.000","104","RAPE","157.0","RAPE 1","COMPLETED","FELONY","QUEENS","INSIDE",,"N.Y. POLICE DEPT","0.0",,,,"1036790","205267","18-24","UNKNOWN","M",,"40.729939364000074","-73.81043314199997","(40.729939364000074, -73.81043314199997)","PATROL BORO QUEENS SOUTH",,"18-24","WHITE","F"
"943061009","2019-12-12T00:00:00.000","14:30:00",,,"109","2019-12-12T00:00:00.000","118","DANGEROUS WEAPONS","793.0","WEAPONS POSSESSION 3","COMPLETED","FELONY","QUEENS","FRONT OF","STREET","N.Y. POLICE DEPT","0.0",,,,"1030368","214723",,,,,"40.75592949600008","-73.83353931199997","(40.75592949600008, -73.83353931199997)","PATROL BORO QUEENS NORTH",,"UNKNOWN","UNKNOWN","E"
"664578120","2019-12-12T00:00:00.000","14:00:00",,,"25","2019-12-12T00:00:00.000","351","CRIMINAL MISCHIEF & RELATED OF","258.0","CRIMINAL MISCHIEF 4TH, GRAFFIT","COMPLETED","MISDEMEANOR","MANHATTAN","FRONT OF","STREET","N.Y. POLICE DEPT","0.0",,,,"1001150","231355",,,,,"40.80168405900002","-73.93895929199994","(40.80168405900002, -73.93895929199994)","PATROL BORO MAN NORTH",,"UNKNOWN","UNKNOWN","E"
"815399488","2019-12-12T00:00:00.000","11:20:00",,,"44","2019-12-12T00:00:00.000","106","FELONY ASSAULT","109.0","ASSAULT 2,1,UNCLASSIFIED","COMPLETED","FELONY","BRONX",,"STREET","N.Y. POLICE DEPT","0.0",,,,"1006261","242012","18-24","BLACK","F",,"40.83092327800006","-73.92046361299998","(40.83092327800006, -73.92046361299998)","PATROL BORO BRONX",,"18-24","BLACK","M"
"954363685","2019-12-12T00:00:00.000","01:00:00",,,"105","2019-12-12T00:00:00.000","106","FELONY ASSAULT","109.0","ASSAULT 2,1,UNCLASSIFIED","COMPLETED","FELONY","QUEENS","INSIDE","RESIDENCE-HOUSE","N.Y. POLICE DEPT","0.0",,,,"1057258","200139","25-44","BLACK","M",,"40.71571904900002","-73.73663905399997","(40.71571904900002, -73.73663905399997)","PATROL BORO QUEENS SOUTH",,"25-44","BLACK","M"
"903296937","2019-12-12T00:00:00.000","00:00:00","2019-12-12T00:00:00.000","02:19:00","48","2019-12-12T00:00:00.000","104","RAPE","157.0","RAPE 1","COMPLETED","FELONY","BRONX","INSIDE","STREET","N.Y. POLICE DEPT","0.0",,,,"1011779","246746","18-24","BLACK","M",,"40.84390125500005","-73.900504632","(40.84390125500005, -73.900504632)","PATROL BORO BRONX",,"<18","BLACK HISPANIC","F"
"375202268","2019-12-11T00:00:00.000","00:01:00",,,"83","2019-12-12T00:00:00.000","351","CRIMINAL MISCHIEF & RELATED OF","258.0","CRIMINAL MISCHIEF 4TH, GRAFFIT","COMPLETED","MISDEMEANOR","BROOKLYN",,"OTHER","N.Y. POLICE DEPT","0.0",,,,"1004729","195494",,,,,"40.70324715600003","-73.92614129399993","(40.70324715600003, -73.92614129399993)","PATROL BORO BKLYN NORTH",,"UNKNOWN","UNKNOWN","E"
"750564667","2019-06-01T00:00:00.000","00:01:00",,,"43","2019-12-12T00:00:00.000","104","RAPE","155.0","RAPE 2","COMPLETED","FELONY","BRONX","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0.0",,,,"1020316","239179","18-24","WHITE HISPANIC","M",,"40.82310129900002","-73.86969046099993","(40.82310129900002, -73.86969046099993)","PATROL BORO BRONX",,"<18","WHITE HISPANIC","F"
"656309678","2019-12-11T00:00:00.000","02:00:00","2019-12-11T00:00:00.000","02:12:00","40","2019-12-11T00:00:00.000","105","ROBBERY","397.0","ROBBERY,OPEN AREA UNCLASSIFIED","COMPLETED","FELONY","BRONX",,"STREET","N.Y. POLICE DEPT","0.0",,,,"1005207","233367","45-64","WHITE HISPANIC","M",,"40.80719775400007","-73.92429928699994","(40.80719775400007, -73.92429928699994)","PATROL BORO BRONX",,"18-24","UNKNOWN","M"
"463377981","2019-12-10T00:00:00.000","15:30:00",,,"32","2019-12-10T00:00:00.000","344","ASSAULT 3 & RELATED OFFENSES","101.0","ASSAULT 3","COMPLETED","MISDEMEANOR","MANHATTAN",,"STREET","N.Y. POLICE DEPT","0.0",,,,"999046","236755","UNKNOWN","BLACK","F",,"40.81650933700007","-73.94654695699995","(40.81650933700007, -73.94654695699995)","PATROL BORO MAN NORTH",,"<18","BLACK","F"
"178126093","2019-12-10T00:00:00.000","15:00:00","2019-12-10T00:00:00.000","15:40:00","40","2019-12-10T00:00:00.000","107","BURGLARY","231.0","BURGLARY,TRUCK DAY","COMPLETED","FELONY","BRONX","INSIDE","STREET","N.Y. POLICE DEPT","0.0",,,,"1006828","237680","UNKNOWN","UNKNOWN","U",,"40.81903174100006","-73.91842930699994","(40.81903174100006, -73.91842930699994)","PATROL BORO BRONX",,"UNKNOWN","UNKNOWN","D"
"334595802","2019-12-07T00:00:00.000","16:00:00",,,"43","2019-12-10T00:00:00.000","341","PETIT LARCENY","321.0","LARCENY,PETIT FROM AUTO","COMPLETED","MISDEMEANOR","BRONX",,"STREET","N.Y. POLICE DEPT","0.0",,,,"1023756","237245",,,,,"40.81777830500005","-73.85727271499997","(40.81777830500005, -73.85727271499997)","PATROL BORO BRONX",,"65+","WHITE HISPANIC","M"
"387104863","2019-12-09T00:00:00.000","16:00:00",,,"44","2019-12-09T00:00:00.000","341","PETIT LARCENY","333.0","LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","BRONX","INSIDE","DEPARTMENT STORE","N.Y. POLICE DEPT","0.0",,,,"1007080","245503",,,,,"40.84050298200003","-73.91749223599999","(40.84050298200003, -73.91749223599999)","PATROL BORO BRONX",,"UNKNOWN","UNKNOWN","D"
"958780453","2019-12-09T00:00:00.000","15:17:00",,,"120","2019-12-09T00:00:00.000","233","SEX CRIMES","175.0","SEXUAL ABUSE 3,2","COMPLETED","MISDEMEANOR","STATEN ISLAND","INSIDE","OTHER","N.Y. POLICE DEPT","0.0",,,,"962748","174174",,,,,"40.64472613100002","-74.07748315899995","(40.64472613100002, -74.07748315899995)","PATROL BORO STATEN ISLAND",,"18-24","BLACK","F"
"377065402","2019-11-15T00:00:00.000","15:00:00","2019-11-15T00:00:00.000","15:15:00","60","2019-12-09T00:00:00.000","578","HARRASSMENT 2","637.0","HARASSMENT,SUBD 1,CIVILIAN","COMPLETED","VIOLATION","BROOKLYN","FRONT OF","STREET","N.Y. POLICE DEPT","0.0",,,,"989220","149465","<18","BLACK","F",,"40.57692970800008","-73.98211039599995","(40.57692970800008, -73.98211039599995)","PATROL BORO BKLYN SOUTH",,"18-24","BLACK","F"
"597539956","2019-10-11T00:00:00.000","10:30:00","2019-12-09T00:00:00.000","11:30:00","106","2019-12-09T00:00:00.000","109","GRAND LARCENY","412.0","LARCENY,GRAND FROM RESIDENCE, UNATTENDED","COMPLETED","FELONY","QUEENS","INSIDE","RESIDENCE-HOUSE","N.Y. POLICE DEPT","0.0",,,,"1029960","182842",,,,,"40.668426004000025","-73.83522842899998","(40.668426004000025, -73.83522842899998)","PATROL BORO QUEENS SOUTH",,"25-44","BLACK","M"
"815985199","2019-12-08T00:00:00.000","23:20:00",,,"23","2019-12-08T00:00:00.000","578","HARRASSMENT 2","638.0","HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","MANHATTAN",,"STREET","N.Y. POLICE DEPT","0.0",,,,"1000846","226964","25-44","BLACK","F",,"40.78963253200004","-73.940068179","(40.78963253200004, -73.940068179)","PATROL BORO MAN NORTH",,"25-44","WHITE","M"
"563878986","2019-12-08T00:00:00.000","09:15:00","2019-12-08T00:00:00.000","11:00:00","61","2019-12-08T00:00:00.000","341","PETIT LARCENY","343.0","LARCENY,PETIT OF BICYCLE","COMPLETED","MISDEMEANOR","BROOKLYN","INSIDE","OTHER","N.Y. POLICE DEPT","0.0",,,,"997460","152730",,,,,"40.585883040000056","-73.95244160499993","(40.585883040000056, -73.95244160499993)","PATROL BORO BKLYN SOUTH",,"45-64","WHITE","F"
"296973097","2019-12-08T00:00:00.000","05:44:00",,,"41","2019-12-08T00:00:00.000","101","MURDER & NON-NEGL. MANSLAUGHTER",,,"COMPLETED","FELONY",,"OUTSIDE",,"N.Y. POLICE DEPT",,,,,"1013902","238673","18-24","WHITE HISPANIC","M",,"40.82173633200006","-73.89286725999993","(40.82173633200006, -73.89286725999993)",,,"18-24","WHITE HISPANIC","M"
"392243635","2019-10-07T00:00:00.000","08:00:00",,,"121","2019-12-08T00:00:00.000","112","THEFT-FRAUD","739.0","FRAUD,UNCLASSIFIED-FELONY","COMPLETED","FELONY","STATEN ISLAND","INSIDE","RESIDENCE-HOUSE","N.Y. POLICE DEPT","0.0",,,,"937799","164184",,,,,"40.61721002100006","-74.16731710099998","(40.61721002100006, -74.16731710099998)","PATROL BORO STATEN ISLAND",,"25-44","UNKNOWN","F"
"890408300","2019-12-07T00:00:00.000","00:45:00","2019-12-07T00:00:00.000","12:30:00","45","2019-12-07T00:00:00.000","341","PETIT LARCENY","321.0","LARCENY,PETIT FROM AUTO","COMPLETED","MISDEMEANOR","BRONX","FRONT OF","OTHER","N.Y. POLICE DEPT","0.0",,,,"1030326","257793",,,,,"40.87414460700006","-73.83339523799998","(40.87414460700006, -73.83339523799998)","PATROL BORO BRONX",,"25-44","BLACK","F"
"232821063","2018-12-07T00:00:00.000","15:48:00",,,"114","2019-12-07T00:00:00.000","113","FORGERY","729.0","FORGERY,ETC.,UNCLASSIFIED-FELO","COMPLETED","FELONY","QUEENS",,"STREET","N.Y. STATE POLICE","11.0",,,,"1006767","220212","25-44","BLACK","M",,"40.771086981000046","-73.91870826099995","(40.771086981000046, -73.91870826099995)","PATROL BORO QUEENS NORTH",,"UNKNOWN","UNKNOWN","E"
"973842421","2016-09-13T00:00:00.000","11:15:00","2016-09-13T00:00:00.000","11:15:00","41","2016-09-13T00:00:00.000","233","SEX CRIMES","175","SEXUAL ABUSE 3,2","COMPLETED","MISDEMEANOR","BRONX","INSIDE","OTHER","DEPT OF CORRECTIONS","72",,,"NA",,,"25-44","UNKNOWN","M",,,,,"PATROL BORO BRONX",,"UNKNOWN","UNKNOWN","F"
